ticket_id,merchant_id,opened_at,channel,subject,body,status,txn_ref
TK-100453,MER-0049,2026-04-16 19:26:00,email,Request for statement,Kindly send the statement for last month in Excel rather than PDF.,resolved,PN100100489
TK-100454,MER-0052,2026-03-01 14:05:00,portal,API returning 401 after key rotation,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",open,PN100164656
TK-100455,MER-0056,2026-04-20 17:19:00,phone,Transaction PN100127531 failed on checkout,Customer says payment went through on their phone but our dashboard shows failed. PN100127531. They are in the shop now and refusing to pay again.,closed,PN100127531
TK-100456,MER-0042,2026-03-15 18:14:00,whatsapp,Please reverse duplicate charge,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100088703, amount 1.77. She has been calling since yesterday.",closed,PN100088703
TK-100457,MER-0009,2026-03-12 15:06:00,email,Settlement not received for 12 Mar,Good morning team. We reconciled our till this morning and the payout for 12 Mar 2026 has still not hit our FCA account. Our records show n/a collected. Please advise when we should expect it.,closed,
TK-100458,MER-0053,2026-03-24 14:40:00,phone,Payment declined repeatedly,"A customer tried to pay 15.47 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100001848. Please reverse or confirm.",resolved,PN100001848
TK-100459,MER-0003,2026-03-22 15:26:00,portal,API returning 401 after key rotation,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",resolved,PN100140747
TK-100460,MER-0002,2026-03-23 08:03:00,email,Funds still not in our account,"Hie, kindly confirm status of our settlement. Amount expected is around 242.32. Ref PN100117987.",resolved,PN100117987
TK-100461,MER-0001,2026-04-21 11:35:00,whatsapp,Customer payment failed but was debited,"A customer tried to pay 470.44 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100087389. Please reverse or confirm.",open,PN100087389
TK-100462,MER-0052,2026-03-28 17:21:00,email,Customer double charged,"We need to refund n/a on not recorded, the goods were returned. What is the process and how long does it take to reflect?",closed,
TK-100463,MER-0042,2026-03-07 14:24:00,whatsapp,Transaction PN100174470 failed on checkout,"A customer tried to pay 0.97 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100174470. Please reverse or confirm.",closed,PN100174470
TK-100464,MER-0052,2026-03-24 12:56:00,email,Payment declined repeatedly,"A customer tried to pay 81.51 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100165302. Please reverse or confirm.",pending_merchant,PN100165302
TK-100465,MER-0010,2026-04-23 07:48:00,whatsapp,Customer double charged,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100038916, amount 108.95. She has been calling since yesterday.",closed,PN100038916
TK-100466,MER-0040,2026-04-14 12:57:00,phone,Payment declined repeatedly,Customer says payment went through on their phone but our dashboard shows failed. not recorded. They are in the shop now and refusing to pay again.,closed,
TK-100467,MER-0042,2026-03-25 07:19:00,whatsapp,How do we handle the pending status?,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",closed,PN100010595
TK-100468,MER-0040,2026-04-20 08:24:00,whatsapp,Add a user to our portal,We are changing our settlement bank. What documents do you need from us?,pending_merchant,PN100179088
TK-100469,MER-0019,2026-03-19 12:37:00,email,Transaction PN100134755 failed on checkout,"A customer tried to pay 10.66 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100134755. Please reverse or confirm.",resolved,PN100134755
TK-100470,MER-0025,2026-04-27 10:23:00,portal,How do we handle the pending status?,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",closed,
TK-100471,MER-0030,2026-04-13 16:46:00,whatsapp,Add a user to our portal,Kindly send the statement for last month in Excel rather than PDF.,pending_merchant,PN100023083
TK-100472,MER-0040,2026-04-27 12:49:00,portal,Add a user to our portal,Please add our new finance officer to the merchant portal with view only access.,resolved,PN100099709
TK-100473,MER-0057,2026-03-18 19:54:00,portal,Please reverse duplicate charge,"We need to refund n/a on not recorded, the goods were returned. What is the process and how long does it take to reflect?",pending_merchant,
TK-100474,MER-0001,2026-03-02 18:14:00,phone,Request for fee breakdown,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,pending_merchant,PN100029939
TK-100475,MER-0006,2026-03-26 06:47:00,email,Customer payment failed but was debited,"A customer tried to pay 8.82 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100046574. Please reverse or confirm.",resolved,PN100046574
TK-100476,MER-0043,2026-04-10 16:20:00,email,Settlement not received for 10 Apr,"We have not received settlement for 10 Apr 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",closed,PN100006161
TK-100477,MER-0031,2026-03-02 19:33:00,email,How do we handle the pending status?,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",resolved,PN100023975
TK-100478,MER-0036,2026-04-10 13:59:00,portal,Refund request for PN100056807,"We need to refund 24.16 on PN100056807, the goods were returned. What is the process and how long does it take to reflect?",resolved,PN100056807
TK-100479,MER-0003,2026-04-19 15:57:00,email,How do we handle the pending status?,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",resolved,PN100130585
TK-100480,MER-0043,2026-04-04 14:00:00,email,Change of bank account details,Please add our new finance officer to the merchant portal with view only access.,resolved,
TK-100481,MER-0047,2026-04-11 15:54:00,whatsapp,Add a user to our portal,Please add our new finance officer to the merchant portal with view only access.,pending_merchant,PN100047691
TK-100482,MER-0051,2026-03-07 07:10:00,portal,Request for statement,We are changing our settlement bank. What documents do you need from us?,open,
TK-100483,MER-0025,2026-04-14 13:04:00,whatsapp,Change of bank account details,Please add our new finance officer to the merchant portal with view only access.,closed,PN100174524
TK-100484,MER-0001,2026-03-06 17:43:00,portal,Add a user to our portal,We are changing our settlement bank. What documents do you need from us?,open,
TK-100485,MER-0014,2026-03-20 16:56:00,portal,Request for statement,Please add our new finance officer to the merchant portal with view only access.,resolved,PN100160150
TK-100486,MER-0006,2026-04-09 08:56:00,email,How do we handle the pending status?,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",open,
TK-100487,MER-0007,2026-04-19 11:01:00,email,Payment declined repeatedly,We are seeing a lot of declines this afternoon on mobile money. Ref not recorded is one example. Is there a problem on the rail side or is it us?,pending_merchant,
TK-100488,MER-0013,2026-04-21 06:43:00,email,Where is our payout for 21 Apr?,"Hie, kindly confirm status of our settlement. Amount expected is around 8.55. Ref PN100102367.",closed,PN100102367
TK-100489,MER-0056,2026-04-23 11:02:00,email,Settlement not received for 23 Apr,"Hie, kindly confirm status of our settlement. Amount expected is around n/a. Ref not recorded.",pending_merchant,
TK-100490,MER-0002,2026-03-05 08:06:00,portal,Funds still not in our account,"Good morning team. We reconciled our till this morning and the payout for 05 Mar 2026 has still not hit our FCA account. Our records show 4,782.45 collected. Please advise when we should expect it.",resolved,PN100133895
TK-100491,MER-0052,2026-03-28 17:28:00,whatsapp,Payment declined repeatedly,"A customer tried to pay n/a and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is not recorded. Please reverse or confirm.",open,
TK-100492,MER-0039,2026-04-08 13:38:00,email,Query on fees charged this month,"Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.
Sent from my mobile device",pending_merchant,
TK-100493,MER-0006,2026-03-21 19:36:00,whatsapp,Customer double charged,"We need to refund n/a on not recorded, the goods were returned. What is the process and how long does it take to reflect?",open,
TK-100494,MER-0041,2026-03-20 14:50:00,email,Refund request for n/a,"We need to refund n/a on not recorded, the goods were returned. What is the process and how long does it take to reflect?",closed,
